password,game
ferry,"('whack', 'rivel', 'roofy', 'jugum', 'reefs', 'redry')"
fetal,"('nummy', 'toged', 'ariel', 'ohmic', 'leets', 'tepal')"
fetal,"('curch', 'abbed', 'towel', 'gynny', 'teils', 'tepal')"
fetal,"('mummy', 'lover', 'allel', 'chink', 'leets', 'tepal')"
fetch,"('woody', 'camel', 'crith', 'blips', 'hests', 'teuch')"
fetch,"('boggy', 'haled', 'crwth', 'mixup', 'hests', 'tench')"
fetch,"('grrrl', 'empty', 'couth', 'bipod', 'cesti', 'teach')"
fetid,"('puppy', 'doner', 'imbed', 'pyros', 'teads', 'teiid')"
fetid,"('uhuru', 'tomes', 'inked', 'xylyl', 'teade', 'tepid')"
fetid,"('jokol', 'tawer', 'tubed', 'soppy', 'dents', 'tepid')"
fetus,"('civvy', 'shott', 'twaes', 'mirin', 'temse', 'tegus')"
fetus,"('glary', 'sooey', 'times', 'larky', 'septa', 'tegus')"
fetus,"('almah', 'toked', 'tries', 'cycad', 'tense', 'tegus')"
filer,"('bundu', 'roofs', 'eyrir', 'sumos', 'liart', 'liver')"
filer,"('hunch', 'impro', 'eyrir', 'jaups', 'rials', 'liber')"
filer,"('swops', 'lucid', 'eyrir', 'gauzy', 'liart', 'liger')"
final,"('husks', 'atrip', 'aboil', 'crept', 'aizle', 'nidal')"
final,"('tutty', 'abele', 'armil', 'hoped', 'lions', 'nival')"
final,"('cwtch', 'agony', 'aumil', 'coomb', 'niefs', 'nival')"
finer,"('stoss', 'rapid', 'eyrir', 'coops', 'eigne', 'nicer')"
finer,"('muhly', 'rojis', 'nadir', 'ambos', 'eigne', 'niter')"
finer,"('gloop', 'rauns', 'eyrir', 'tohos', 'nitro', 'nixer')"
flack,"('gyppy', 'ahull', 'croak', 'grout', 'alifs', 'aleck')"
flack,"('jumpy', 'awdls', 'croak', 'snipe', 'clift', 'aleck')"
flack,"('ungum', 'cycad', 'croak', 'phpht', 'alifs', 'aleck')"
flake,"('buddy', 'acnes', 'amole', 'scion', 'alter', 'alike')"
flake,"('hurry', 'loxed', 'angle', 'scrub', 'almes', 'alike')"
flake,"('jugum', 'abyes', 'anole', 'crwth', 'allel', 'alike')"
flare,"('choco', 'rybat', 'axile', 'simis', 'almes', 'alure')"
flare,"('cwtch', 'asyla', 'anile', 'outgo', 'aloed', 'alure')"
flare,"('poynt', 'assez', 'rimae', 'umphs', 'aldea', 'alure')"
flier,"('susus', 'evert', 'eyrir', 'addax', 'eloin', 'iller')"
flier,"('busts', 'lavra', 'eyrir', 'cooch', 'eldin', 'iller')"
flier,"('jugum', 'idols', 'eyrir', 'phpht', 'elain', 'iller')"
focal,"('ebbet', 'livor', 'aldol', 'puggy', 'confs', 'comal')"
focal,"('dusts', 'ovoli', 'cymol', 'under', 'coble', 'coral')"
focal,"('vutty', 'limos', 'argol', 'surgy', 'coble', 'copal')"
focus,"('jeeze', 'carob', 'updos', 'whilk', 'coost', 'comus')"
focus,"('grrrl', 'spica', 'chefs', 'tryke', 'comfy', 'conus')"
focus,"('varia', 'unwon', 'chefs', 'avine', 'copsy', 'comus')"
folly,"('gitch', 'yupon', 'leafy', 'sikas', 'yoofs', 'lowly')"
folly,"('bumph', 'lirot', 'leafy', 'didie', 'yoofs', 'lowly')"
folly,"('chich', 'yupon', 'leafy', 'crims', 'loofs', 'lowly')"
forge,"('nymph', 'gites', 'glare', 'silks', 'rower', 'rouge')"
forge,"('hilly', 'gaped', 'genre', 'sabin', 'roset', 'rouge')"
forge,"('click', 'rased', 'ombre', 'phpht', 'roven', 'rouge')"
forte,"('zimbs', 'tupek', 'ochre', 'xylyl', 'toged', 'roate')"
forte,"('algum', 'tines', 'ochre', 'calms', 'tozed', 'rotte')"
forte,"('gamma', 'ruler', 'twire', 'hyphy', 'rodes', 'ronte')"
forty,"('salps', 'taxon', 'reify', 'pinch', 'tours', 'rooty')"
forty,"('whilk', 'razor', 'tepoy', 'bundu', 'roofs', 'rooty')"
forty,"('civic', 'okays', 'reefy', 'luach', 'yourn', 'rooty')"
foyer,"('lawin', 'exurb', 'ephor', 'limit', 'yoofs', 'yoker')"
foyer,"('tamal', 'envoi', 'ephor', 'glums', 'yours', 'yoker')"
foyer,"('clamp', 'exert', 'error', 'whizz', 'roofs', 'yoker')"
frail,"('wootz', 'ickle', 'rugal', 'necks', 'aryls', 'armil')"
frail,"('mosso', 'azurn', 'ictal', 'evoke', 'arefy', 'argil')"
frail,"('kudzu', 'incle', 'rotal', 'snogs', 'aryls', 'argil')"
fried,"('gusts', 'emery', 'rabid', 'pouks', 'droil', 'irked')"
fried,"('xylyl', 'runds', 'rapid', 'glass', 'droit', 'irked')"
fried,"('munch', 'exert', 'rorid', 'slyly', 'draff', 'irked')"
front,"('xylyl', 'ousts', 'repot', 'yukes', 'triff', 'orant')"
front,"('bucku', 'typos', 'overt', 'saugh', 'triol', 'orant')"
front,"('syphs', 'rumor', 'overt', 'sculp', 'triff', 'orant')"
furor,"('gnawn', 'risus', 'recur', 'xylyl', 'outro', 'rumor')"
furor,"('vagal', 'usurp', 'recur', 'bizzy', 'outro', 'rumor')"
furor,"('bings', 'redux', 'occur', 'pappy', 'outro', 'rumor')"
fussy,"('threw', 'scoug', 'unify', 'thali', 'sulfa', 'sudsy')"
fussy,"('weber', 'scaff', 'unify', 'phpht', 'sulfo', 'sudsy')"
fussy,"('mezze', 'shrub', 'unify', 'potto', 'sulfa', 'sudsy')"
gamer,"('fixit', 'rough', 'eskar', 'notch', 'rangy', 'mazer')"
gamer,"('fixit', 'adorn', 'mylar', 'kitul', 'mawrs', 'macer')"
gamer,"('phpht', 'elegy', 'minar', 'kudzu', 'macro', 'maser')"
gamut,"('skyfs', 'tepal', 'morat', 'ceili', 'tangi', 'mazut')"
gamut,"('perce', 'milty', 'unhat', 'boffo', 'masts', 'mazut')"
gamut,"('xylyl', 'thegn', 'morat', 'seely', 'taigs', 'mazut')"
gawky,"('enter', 'amigo', 'wedgy', 'slojd', 'kaugh', 'wanky')"
gawky,"('hello', 'ydrad', 'azygy', 'quipu', 'wangs', 'wacky')"
gawky,"('verts', 'amigo', 'wedgy', 'bezel', 'waugh', 'wacky')"
gayer,"('hokku', 'expat', 'escar', 'omovs', 'rangi', 'yarer')"
gayer,"('phlox', 'emure', 'escar', 'choon', 'rangi', 'yarer')"
gayer,"('kloof', 'azurn', 'embar', 'pipit', 'yaars', 'yarer')"
genie,"('roupy', 'naked', 'imine', 'zambo', 'nebel', 'newie')"
genie,"('burqa', 'iched', 'eloge', 'brays', 'neves', 'newie')"
genie,"('tubby', 'ikans', 'eloge', 'zooks', 'neper', 'newie')"
gipsy,"('uncut', 'skags', 'slopy', 'labra', 'siege', 'pissy')"
gipsy,"('cwtch', 'smaik', 'soupy', 'vroom', 'singe', 'pissy')"
gipsy,"('uhuru', 'stein', 'soapy', 'flank', 'simps', 'pissy')"
given,"('mumsy', 'ethne', 'eloin', 'loops', 'virga', 'vixen')"
given,"('bully', 'emend', 'eosin', 'phpht', 'virga', 'vixen')"
given,"('psych', 'vulgo', 'ettin', 'ratas', 'virga', 'vixen')"
giver,"('caboc', 'exert', 'eyrir', 'kudzu', 'rings', 'viler')"
giver,"('kotow', 'rupia', 'eyrir', 'lunts', 'rings', 'viler')"
giver,"('clubs', 'rakia', 'eyrir', 'salad', 'vitro', 'viner')"
glare,"('compo', 'exeat', 'aisle', 'sumph', 'elegy', 'alure')"
glare,"('stonn', 'ephah', 'abele', 'immix', 'aldea', 'alure')"
glare,"('xysts', 'lilac', 'longe', 'fubsy', 'almeh', 'alure')"
glean,"('totty', 'abcee', 'ashen', 'quipu', 'aldea', 'elvan')"
glean,"('cippi', 'nowls', 'lumen', 'hucks', 'alder', 'elvan')"
glean,"('phpht', 'ludes', 'liken', 'sists', 'elogy', 'elvan')"
glove,"('curch', 'objet', 'veale', 'skyfs', 'olden', 'olive')"
glove,"('sassy', 'outgo', 'verge', 'cubby', 'elbow', 'olive')"
glove,"('hamza', 'estop', 'verge', 'fubby', 'olden', 'olive')"
godly,"('buchu', 'divot', 'leady', 'waffs', 'dongs', 'dooly')"
godly,"('tuktu', 'dargs', 'decoy', 'hakas', 'dohyo', 'doily')"
godly,"('snack', 'depot', 'durgy', 'immix', 'dohyo', 'dowly')"
golly,"('meses', 'yapok', 'lingy', 'treif', 'lough', 'lowly')"
golly,"('mists', 'oxeye', 'lurgy', 'wasps', 'longa', 'lowly')"
golly,"('pikis', 'oxeye', 'lurgy', 'hasta', 'longa', 'lowly')"
gonad,"('bruit', 'decos', 'aland', 'twirl', 'dodgy', 'nomad')"
gonad,"('pipit', 'arene', 'allod', 'buzzy', 'downs', 'nomad')"
gonad,"('teeth', 'acidy', 'allod', 'urubu', 'downs', 'nomad')"
goner,"('kutch', 'naira', 'error', 'flyby', 'rownd', 'noser')"
goner,"('immit', 'napoo', 'error', 'xylyl', 'rough', 'noser')"
goner,"('fuffy', 'elbow', 'nidor', 'chavs', 'roans', 'noter')"
gorge,"('tanti', 'ryper', 'ombre', 'aumil', 'rohes', 'rouge')"
gorge,"('nimbs', 'razor', 'ochre', 'xylyl', 'rowed', 'rouge')"
gorge,"('tacky', 'oiled', 'ombre', 'tilly', 'roneo', 'rouge')"
grade,"('pluck', 'abbes', 'afore', 'minny', 'arret', 'arede')"
grade,"('klick', 'doven', 'deere', 'phpht', 'dryas', 'arede')"
grade,"('yuzus', 'romeo', 'antre', 'oncus', 'ariel', 'arede')"
grail,"('phpht', 'abord', 'ileal', 'bossy', 'aryls', 'armil')"
grail,"('butut', 'ancle', 'royal', 'mento', 'aryls', 'armil')"
grail,"('buchu', 'addle', 'rotal', 'scope', 'aryls', 'armil')"
grate,"('nymph', 'rokes', 'twire', 'wombs', 'truer', 'arete')"
grate,"('pumps', 'thirl', 'abore', 'coxib', 'arked', 'arete')"
grate,"('zombi', 'appel', 'there', 'ducks', 'tryer', 'arete')"
green,"('spick', 'eland', 'enurn', 'mythy', 'erugo', 'erven')"
green,"('aflaj', 'emirs', 'enurn', 'phpht', 'erugo', 'erven')"
green,"('myths', 'naira', 'enurn', 'lasso', 'erugo', 'erven')"
groin,"('selle', 'idiom', 'inurn', 'jasps', 'orant', 'orpin')"
groin,"('blush', 'idiom', 'rewon', 'paska', 'orant', 'orcin')"
groin,"('fuffs', 'idiom', 'rewon', 'xylyl', 'orant', 'orpin')"
grunt,"('hyphy', 'riata', 'rebut', 'codes', 'trogs', 'urent')"
grunt,"('hyphy', 'roots', 'recut', 'flisk', 'tragi', 'urent')"
grunt,"('kliks', 'nowty', 'rebut', 'oomph', 'tragi', 'urent')"
gulch,"('ejido', 'hoyle', 'laigh', 'tides', 'lungs', 'luach')"
gulch,"('dobro', 'cecum', 'laigh', 'nasty', 'cushy', 'lunch')"
gulch,"('towzy', 'umphs', 'laigh', 'snipy', 'lunge', 'lurch')"
guppy,"('fixit', 'plays', 'pongy', 'exits', 'pudge', 'purpy')"
guppy,"('cwtch', 'pique', 'podgy', 'looks', 'punga', 'purpy')"
guppy,"('zezes', 'pikul', 'podgy', 'cwtch', 'punga', 'purpy')"
gusty,"('clock', 'shags', 'tipsy', 'kahal', 'surge', 'suety')"
gusty,"('pence', 'shags', 'towsy', 'rared', 'tulsi', 'suety')"
gusty,"('bleed', 'trass', 'towsy', 'bipod', 'tulsi', 'suety')"
happy,"('grufe', 'abohm', 'pithy', 'drere', 'pacha', 'paspy')"
happy,"('merer', 'podal', 'pithy', 'crock', 'pacha', 'paspy')"
happy,"('oxbow', 'aruhe', 'pithy', 'nould', 'pacha', 'paspy')"
hardy,"('jukus', 'ybore', 'aggry', 'filii', 'yacht', 'randy')"
hardy,"('quill', 'abohm', 'resay', 'snook', 'yacht', 'randy')"
hardy,"('quill', 'abohm', 'decay', 'cinqs', 'ratha', 'randy')"
harpy,"('lolog', 'awarn', 'pithy', 'bucku', 'padre', 'raspy')"
harpy,"('glogg', 'antra', 'azury', 'bifid', 'rache', 'raspy')"
harpy,"('kibbi', 'ancho', 'relay', 'jugum', 'ratha', 'raspy')"
haste,"('jomon', 'tichy', 'telae', 'unkid', 'saver', 'saute')"
haste,"('gonof', 'twyer', 'telae', 'mimic', 'sabha', 'saute')"
haste,"('poopy', 'triad', 'telae', 'kukri', 'tacet', 'saute')"
hasty,"('pongo', 'sidas', 'scray', 'junco', 'tawse', 'salty')"
hasty,"('indow', 'squab', 'spray', 'belie', 'tache', 'salty')"
hasty,"('frizz', 'skean', 'towsy', 'filmi', 'sadhu', 'salty')"
hater,"('flung', 'rorty', 'escar', 'globi', 'takhi', 'taber')"
hater,"('pippy', 'equal', 'embar', 'doggo', 'rants', 'tawer')"
hater,"('cocco', 'rifty', 'eskar', 'plump', 'eagre', 'taber')"
hefty,"('namma', 'tutee', 'edify', 'zoppo', 'terfs', 'felty')"
hefty,"('bajan', 'fichu', 'foley', 'rubin', 'terfe', 'festy')"
hefty,"('gonad', 'tupek', 'tichy', 'mucor', 'terfe', 'festy')"
heron,"('bubby', 'exert', 'raven', 'yclad', 'reins', 'redon')"
heron,"('flyby', 'emure', 'oaken', 'lassu', 'reins', 'redon')"
heron,"('quick', 'every', 'often', 'tical', 'reans', 'redon')"
hobby,"('panda', 'bigot', 'bushy', 'tilak', 'boche', 'booby')"
hobby,"('filii', 'ortho', 'bushy', 'jawan', 'boche', 'booby')"
hobby,"('twirl', 'banya', 'bushy', 'purls', 'boche', 'booby')"
holly,"('virid', 'ouphs', 'lathy', 'gaped', 'loche', 'lowly')"
holly,"('zaman', 'light', 'lushy', 'samba', 'loche', 'lowly')"
holly,"('timid', 'labor', 'lushy', 'ideas', 'loche', 'lowly')"
homer,"('datal', 'every', 'error', 'bucku', 'roshi', 'moner')"
homer,"('scand', 'exurb', 'milor', 'paisa', 'moory', 'mover')"
homer,"('cusps', 'magot', 'error', 'linin', 'moory', 'mower')"
horde,"('xylyl', 'rumor', 'rache', 'fluff', 'roshi', 'ronde')"
horde,"('picky', 'raxes', 'outre', 'nagas', 'rover', 'ronde')"
horde,"('lumpy', 'dived', 'deare', 'slyly', 'doges', 'ronde')"
horse,"('mangy', 'ricer', 'sware', 'guqin', 'sooey', 'rouse')"
horse,"('izzat', 'enjoy', 'ruche', 'bania', 'roped', 'roose')"
horse,"('zuzim', 'snark', 'owche', 'pinup', 'sooey', 'roose')"
hotel,"('cruck', 'emits', 'taxol', 'mania', 'lofty', 'towel')"
hotel,"('mucid', 'eagle', 'enrol', 'dings', 'lofts', 'towel')"
hotel,"('pippy', 'taboo', 'enrol', 'kudzu', 'lochs', 'towel')"
hotly,"('jinni', 'labor', 'lusty', 'peage', 'tophe', 'tolly')"
hotly,"('undug', 'oasts', 'tichy', 'eagre', 'tophe', 'tolly')"
hotly,"('fundi', 'taroc', 'tepoy', 'breem', 'loots', 'tolly')"
hovel,"('dufus', 'embog', 'enrol', 'dukka', 'voila', 'vowel')"
hovel,"('bubas', 'eight', 'enrol', 'pikis', 'vozhd', 'vowel')"
hovel,"('crypt', 'ennog', 'eusol', 'wuxia', 'voila', 'voxel')"
hover,"('quack', 'enjoy', 'visor', 'bucks', 'vozhd', 'vower')"
hover,"('fungi', 'ratos', 'error', 'xylyl', 'vozhd', 'vomer')"
hover,"('fuffy', 'ennog', 'vizor', 'quack', 'voars', 'vomer')"
howdy,"('first', 'wagyu', 'decoy', 'vicar', 'womyn', 'woody')"
howdy,"('levee', 'drawn', 'dishy', 'jugum', 'docht', 'woody')"
howdy,"('gulag', 'devon', 'dishy', 'kappa', 'docht', 'woody')"
humor,"('blitz', 'revue', 'odour', 'papaw', 'rukhs', 'mucor')"
humor,"('levee', 'right', 'odour', 'vices', 'musha', 'mucor')"
humor,"('beget', 'miaul', 'odour', 'vegas', 'rushy', 'mucor')"
humus,"('gynny', 'urase', 'moths', 'bocca', 'sushi', 'mucus')"
humus,"('gyppy', 'slime', 'moths', 'kynde', 'subha', 'mucus')"
humus,"('known', 'merse', 'maths', 'xylyl', 'sushi', 'mucus')"
husky,"('talma', 'sieur', 'sophy', 'pined', 'sughs', 'sucky')"
husky,"('timbo', 'sechs', 'karsy', 'peeve', 'sughs', 'sulky')"
husky,"('ceded', 'sight', 'sophy', 'relit', 'subha', 'sulky')"
hussy,"('jinni', 'strum', 'sophy', 'cleek', 'subha', 'sudsy')"
hussy,"('elven', 'sight', 'sophy', 'dearn', 'subha', 'sudsy')"
hussy,"('excel', 'strum', 'sophy', 'jinni', 'subha', 'sudsy')"
irate,"('ghyll', 'token', 'rudie', 'shush', 'arses', 'arete')"
irate,"('snush', 'towel', 'aggie', 'muggy', 'arced', 'arete')"
irate,"('vughy', 'eloin', 'aspie', 'wolly', 'arced', 'arete')"
jerky,"('tofus', 'rawer', 'kiley', 'pipul', 'redye', 'reeky')"
jerky,"('sigil', 'rouen', 'emery', 'cwtch', 'yeard', 'reeky')"
jerky,"('cutch', 'roger', 'kiley', 'logos', 'yeard', 'reeky')"
juror,"('kydst', 'uhuru', 'regur', 'waken', 'ouija', 'rumor')"
juror,"('pappy', 'oncus', 'regur', 'kibbi', 'outro', 'rumor')"
juror,"('hinky', 'ultra', 'odour', 'lance', 'ruers', 'rumor')"
kappa,"('huffy', 'atoke', 'abaka', 'icing', 'paras', 'pampa')"
kappa,"('heyed', 'pical', 'punka', 'gobbo', 'parks', 'pampa')"
kappa,"('whins', 'petal', 'pucka', 'boffo', 'parky', 'pampa')"
kitty,"('jugum', 'tawie', 'tocky', 'baels', 'yirks', 'tinty')"
kitty,"('mezze', 'topic', 'talky', 'hudud', 'yirks', 'tinty')"
kitty,"('gombo', 'their', 'talky', 'slade', 'ticks', 'tinty')"
kneed,"('frump', 'ehing', 'eland', 'zocco', 'ensky', 'ended')"
kneed,"('pygmy', 'durns', 'eland', 'cwtch', 'enoki', 'ended')"
kneed,"('phpht', 'ducks', 'eland', 'cymas', 'enoki', 'ended')"
label,"('scoop', 'emule', 'ethal', 'infix', 'early', 'bagel')"
label,"('zizit', 'booay', 'ahull', 'downs', 'easle', 'bagel')"
label,"('crunk', 'exile', 'atoll', 'hyphy', 'bawls', 'bagel')"
laden,"('cocks', 'ahull', 'diwan', 'gyppy', 'nabla', 'daven')"
laden,"('forby', 'expat', 'diwan', 'chuck', 'damns', 'daven')"
laden,"('civvy', 'azans', 'dogan', 'ficos', 'daunt', 'dawen')"
lager,"('niffy', 'abord', 'escar', 'fouth', 'gault', 'gazer')"
lager,"('pocks', 'adult', 'embar', 'whizz', 'ranga', 'gayer')"
lager,"('whomp', 'rubli', 'eskar', 'womby', 'rangy', 'gater')"
lanky,"('butut', 'addle', 'noily', 'withe', 'yawls', 'narky')"
lanky,"('begem', 'adult', 'noily', 'whips', 'yawns', 'narky')"
lanky,"('cuvee', 'afald', 'agony', 'phpht', 'kains', 'narky')"
lapel,"('immix', 'poulp', 'ethal', 'whins', 'earls', 'panel')"
lapel,"('tifos', 'adult', 'poral', 'union', 'pails', 'panel')"
lapel,"('moobs', 'exile', 'ahull', 'wormy', 'eagle', 'panel')"
lapse,"('tuktu', 'snyes', 'sidle', 'mouth', 'paolo', 'passe')"
lapse,"('boffo', 'pized', 'argle', 'gitch', 'sault', 'passe')"
lapse,"('zinky', 'pohed', 'setae', 'donut', 'saxes', 'pause')"
large,"('phpht', 'rower', 'ruble', 'minos', 'gaily', 'range')"
large,"('booby', 'guilt', 'goyle', 'wudus', 'rases', 'range')"
large,"('tutti', 'ephah', 'roble', 'dibbs', 'races', 'range')"
later,"('huffy', 'evite', 'eggar', 'cocco', 'taals', 'tamer')"
later,"('poppy', 'enure', 'escar', 'cocos', 'taira', 'tamer')"
later,"('kombu', 'edile', 'eggar', 'duchy', 'rawly', 'taser')"
lathe,"('knurr', 'hoots', 'ample', 'giddy', 'tabla', 'tache')"
lathe,"('gyppo', 'tuber', 'aisle', 'jiffs', 'tamed', 'tache')"
lathe,"('fungi', 'homey', 'arete', 'skoff', 'hades', 'tache')"
latte,"('hokku', 'afald', 'angle', 'jimpy', 'taver', 'taste')"
latte,"('jimmy', 'awner', 'thole', 'chimo', 'tauld', 'taste')"
latte,"('kibbi', 'typey', 'angle', 'commo', 'tared', 'taste')"
layer,"('oggin', 'exert', 'escar', 'chico', 'yauld', 'yarer')"
layer,"('fusks', 'yojan', 'embar', 'phpht', 'yaird', 'yager')"
layer,"('titch', 'anglo', 'eskar', 'woods', 'yauld', 'yarer')"
lefty,"('audad', 'thilk', 'fonly', 'musha', 'terfe', 'festy')"
lefty,"('piing', 'foxed', 'truly', 'sansa', 'yealm', 'festy')"
lefty,"('apaid', 'emule', 'fogey', 'quoin', 'terfe', 'festy')"
legal,"('motty', 'asses', 'ariel', 'bucku', 'gerle', 'genal')"
legal,"('skyfs', 'aioli', 'ahull', 'burin', 'gerle', 'genal')"
legal,"('jumby', 'ashed', 'appel', 'twixt', 'gerle', 'genal')"
lemon,"('guppy', 'ovoli', 'oaken', 'cwtch', 'merle', 'meson')"
lemon,"('biccy', 'ovolo', 'often', 'graph', 'medle', 'meson')"
lemon,"('aigas', 'muted', 'oaken', 'chirt', 'meiny', 'meson')"
liner,"('vodou', 'exert', 'eyrir', 'moups', 'rials', 'niger')"
liner,"('buppy', 'egers', 'nadir', 'kapow', 'nitro', 'nixer')"
liner,"('puffy', 'rosit', 'nadir', 'mutts', 'eigne', 'nicer')"
liver,"('buchu', 'vomit', 'eyrir', 'cants', 'vials', 'viner')"
liver,"('butch', 'easle', 'eyrir', 'podgy', 'viold', 'viper')"
liver,"('chuff', 'inorb', 'eyrir', 'chuts', 'vials', 'viper')"
lobby,"('cinct', 'buhls', 'badly', 'frugs', 'bogle', 'booby')"
lobby,"('track', 'build', 'onely', 'gimps', 'bowls', 'booby')"
lobby,"('thigh', 'yealm', 'burly', 'devas', 'bowls', 'booby')"
local,"('tuktu', 'angle', 'cymol', 'sieur', 'coils', 'cowal')"
local,"('weeke', 'adult', 'cymol', 'biggs', 'coils', 'coral')"
local,"('tuktu', 'angle', 'cymol', 'vivid', 'cowls', 'coral')"
locus,"('hyphy', 'caxon', 'ciels', 'ditzy', 'coost', 'comus')"
locus,"('tazza', 'skell', 'obols', 'mirid', 'copsy', 'conus')"
locus,"('fixit', 'shack', 'odyls', 'zazen', 'sowle', 'comus')"
lofty,"('bumph', 'tails', 'oddly', 'newed', 'fogle', 'forty')"
lofty,"('iambi', 'throw', 'onely', 'kudzu', 'fools', 'footy')"
lofty,"('amaze', 'tigon', 'truly', 'auris', 'yoofs', 'footy')"
lorry,"('chuck', 'ovoli', 'onely', 'exine', 'yowls', 'roary')"
lorry,"('undug', 'oboli', 'reply', 'abuna', 'rotls', 'roary')"
lorry,"('civic', 'yupon', 'refly', 'chant', 'rotls', 'roary')"
loser,"('humph', 'scald', 'error', 'umiaq', 'soily', 'sorer')"
loser,"('bumph', 'endow', 'savor', 'thaim', 'soily', 'soger')"
loser,"('jugum', 'sharn', 'error', 'pucka', 'soily', 'sorer')"
lover,"('swang', 'otary', 'vigor', 'jaups', 'rouls', 'vower')"
lover,"('fucks', 'eagle', 'ephor', 'casus', 'roily', 'vomer')"
lover,"('chynd', 'ratoo', 'visor', 'gushy', 'voulu', 'vomer')"
lower,"('jazzy', 'emerg', 'error', 'unpin', 'rotls', 'woker')"
lower,"('aguna', 'every', 'ephor', 'dixit', 'wools', 'wooer')"
lower,"('jaffa', 'emule', 'ephor', 'dauts', 'roily', 'wooer')"
lunge,"('chook', 'etens', 'gwine', 'rooms', 'guana', 'nudge')"
lunge,"('mommy', 'erhus', 'gwine', 'skyrs', 'guana', 'nudge')"
lunge,"('cwtch', 'gayly', 'grone', 'chaco', 'gusli', 'nudge')"
lupus,"('eeven', 'soapy', 'pirls', 'gynie', 'sumph', 'pudus')"
lupus,"('emend', 'sigla', 'pools', 'cwtch', 'pursy', 'pukus')"
lupus,"('nicht', 'pagle', 'pools', 'renay', 'surly', 'pukus')"
lusty,"('ravin', 'troll', 'swaly', 'anear', 'tuism', 'suety')"
lusty,"('probe', 'swoln', 'shaly', 'proin', 'tuism', 'suety')"
lusty,"('oxbow', 'sprug', 'sadly', 'mower', 'tuism', 'suety')"
madly,"('freet', 'divas', 'anomy', 'chuck', 'labda', 'dally')"
madly,"('bubbe', 'logan', 'acidy', 'phpht', 'yards', 'dally')"
madly,"('jeeze', 'lowan', 'atimy', 'chuff', 'lards', 'dally')"
mafia,"('gyppy', 'aquae', 'aroma', 'bouks', 'favas', 'facia')"
mafia,"('tepee', 'annal', 'aboma', 'duddy', 'favas', 'facia')"
mafia,"('hyphy', 'aread', 'aboma', 'vuggs', 'fatal', 'facia')"
mangy,"('viers', 'alone', 'atimy', 'rello', 'gaums', 'naggy')"
mangy,"('tuktu', 'gerah', 'goony', 'topee', 'gains', 'naggy')"
mangy,"('pheer', 'aland', 'atomy', 'bucku', 'gains', 'naggy')"
manic,"('gyppy', 'chemo', 'iliac', 'bowse', 'caums', 'naric')"
manic,"('dweeb', 'coons', 'iliac', 'fuggy', 'natch', 'naric')"
manic,"('pesky', 'coomb', 'adunc', 'fubby', 'natch', 'naric')"
manor,"('fully', 'ochre', 'ottar', 'vivid', 'rawns', 'nagor')"
manor,"('pluff', 'rheme', 'oscar', 'sweed', 'rainy', 'nagor')"
manor,"('zippy', 'ollav', 'ottar', 'deked', 'naams', 'nagor')"
maple,"('butch', 'lifer', 'azyme', 'donko', 'paves', 'pagle')"
maple,"('bubby', 'added', 'potae', 'winch', 'laxes', 'parle')"
maple,"('bundh', 'pyrex', 'loipe', 'binds', 'laces', 'pagle')"
mason,"('eched', 'spray', 'sugan', 'fluky', 'saims', 'salon')"
mason,"('vivid', 'abamp', 'skean', 'grrrl', 'saunt', 'sayon')"
mason,"('flick', 'awash', 'sedan', 'bevvy', 'saunt', 'sayon')"
masse,"('broch', 'anima', 'steme', 'kudzu', 'savey', 'salse')"
masse,"('piing', 'aboma', 'strae', 'yukky', 'safed', 'salse')"
masse,"('thing', 'eupad', 'azyme', 'cocco', 'saber', 'salse')"
medal,"('kight', 'looey', 'appel', 'stroy', 'derms', 'decal')"
medal,"('wootz', 'lifer', 'dynel', 'hocus', 'leuds', 'decal')"
medal,"('booth', 'exude', 'ariel', 'gyppy', 'lends', 'decal')"
melee,"('hyphy', 'exult', 'eagle', 'crick', 'leams', 'levee')"
melee,"('fubby', 'loams', 'ettle', 'cirri', 'leams', 'levee')"
melee,"('gungy', 'eorls', 'exile', 'phpht', 'leams', 'levee')"
mercy,"('unpin', 'exome', 'cagey', 'talak', 'yelms', 'reccy')"
mercy,"('pluff', 'yiked', 'cosey', 'wuxia', 'yearn', 'reccy')"
mercy,"('hudud', 'riles', 'cozey', 'alaap', 'regma', 'reccy')"
merit,"('chuck', 'enema', 'rozet', 'gyppy', 'teers', 'refit')"
merit,"('puggy', 'indew', 'roset', 'lolly', 'reame', 'relit')"
merit,"('bundh', 'ivory', 'islet', 'pushy', 'tetra', 'recit')"
merry,"('gibli', 'races', 'enemy', 'zoppo', 'redye', 'retry')"
merry,"('bunch', 'roked', 'riley', 'tondi', 'reams', 'refry')"
merry,"('twank', 'rivel', 'ropey', 'buchu', 'redye', 'refry')"
metal,"('choir', 'exeme', 'angel', 'fubby', 'lests', 'tepal')"
metal,"('cirri', 'adzed', 'angel', 'hooky', 'lefts', 'tepal')"
metal,"('urubu', 'asyla', 'towel', 'scoop', 'lenti', 'tepal')"
midge,"('buchu', 'dolma', 'gryde', 'conns', 'gites', 'dinge')"
midge,"('bahut', 'goxes', 'glede', 'cocco', 'dicer', 'dinge')"
midge,"('cocks', 'duped', 'glade', 'jazzy', 'dited', 'dirge')"
milky,"('strut', 'lepid', 'icily', 'whoof', 'kibla', 'linky')"
milky,"('puffa', 'kojis', 'icily', 'butes', 'yield', 'linky')"
